No.,Track Name,Artist,Year Released,Album:,Spotify Link:,Youtube Link:
74-08,You Stole The Sun From My Heart,Manic Street Preachers,1999,Manic Street Preachers – Forever Delayed (The Greatest Hits),https://open.spotify.com/search/You%20Stole%20The%20Sun%20From%20My%20Heart%20Manic%20Street%20Preachers,https://www.youtube.com/results?search_query=You%20Stole%20The%20Sun%20From%20My%20Heart%20Manic%20Street%20Preachers%20music%20video
74-09,Kevin Carter,Manic Street Preachers,1996,Manic Street Preachers – Forever Delayed (The Greatest Hits),https://open.spotify.com/search/Kevin%20Carter%20Manic%20Street%20Preachers,https://www.youtube.com/results?search_query=Kevin%20Carter%20Manic%20Street%20Preachers%20music%20video
74-10,Tsunami,Manic Street Preachers,1999,Manic Street Preachers – Forever Delayed (The Greatest Hits),https://open.spotify.com/search/Tsunami%20Manic%20Street%20Preachers,https://www.youtube.com/results?search_query=Tsunami%20Manic%20Street%20Preachers%20music%20video
74-11,The Masses Against The Classes,Manic Street Preachers,2000,Manic Street Preachers – Forever Delayed (The Greatest Hits),https://open.spotify.com/search/The%20Masses%20Against%20The%20Classes%20Manic%20Street%20Preachers,https://www.youtube.com/results?search_query=The%20Masses%20Against%20The%20Classes%20Manic%20Street%20Preachers%20music%20video
74-12,From Despair To Where,Manic Street Preachers,1993,Manic Street Preachers – Forever Delayed (The Greatest Hits),https://open.spotify.com/search/From%20Despair%20To%20Where%20Manic%20Street%20Preachers,https://www.youtube.com/results?search_query=From%20Despair%20To%20Where%20Manic%20Street%20Preachers%20music%20video
74-13,Door To The River,Manic Street Preachers,2002,Manic Street Preachers – Forever Delayed (The Greatest Hits),https://open.spotify.com/search/Door%20To%20The%20River%20Manic%20Street%20Preachers,https://www.youtube.com/results?search_query=Door%20To%20The%20River%20Manic%20Street%20Preachers%20music%20video
74-14,Everything Must Go,Manic Street Preachers,1996,Manic Street Preachers – Forever Delayed (The Greatest Hits),https://open.spotify.com/search/Everything%20Must%20Go%20Manic%20Street%20Preachers,https://www.youtube.com/results?search_query=Everything%20Must%20Go%20Manic%20Street%20Preachers%20music%20video
74-15,Faster,Manic Street Preachers,1994,Manic Street Preachers – Forever Delayed (The Greatest Hits),https://open.spotify.com/search/Faster%20Manic%20Street%20Preachers,https://www.youtube.com/results?search_query=Faster%20Manic%20Street%20Preachers%20music%20video
74-16,Little Baby Nothing,Manic Street Preachers,1992,Manic Street Preachers – Forever Delayed (The Greatest Hits),https://open.spotify.com/search/Little%20Baby%20Nothing%20Manic%20Street%20Preachers,https://www.youtube.com/results?search_query=Little%20Baby%20Nothing%20Manic%20Street%20Preachers%20music%20video
74-17,Suicide Is Painless (Theme From Mash),Manic Street Preachers,1992,Manic Street Preachers – Forever Delayed (The Greatest Hits),https://open.spotify.com/search/Suicide%20Is%20Painless%20(Theme%20From%20Mash)%20Manic%20Street%20Preachers,https://www.youtube.com/results?search_query=Suicide%20Is%20Painless%20(Theme%20From%20Mash)%20Manic%20Street%20Preachers%20music%20video
74-18,So Why So Sad,Manic Street Preachers,2001,Manic Street Preachers – Forever Delayed (The Greatest Hits),https://open.spotify.com/search/So%20Why%20So%20Sad%20Manic%20Street%20Preachers,https://www.youtube.com/results?search_query=So%20Why%20So%20Sad%20Manic%20Street%20Preachers%20music%20video
74-19,The Everlasting,Manic Street Preachers,1998,Manic Street Preachers – Forever Delayed (The Greatest Hits),https://open.spotify.com/search/The%20Everlasting%20Manic%20Street%20Preachers,https://www.youtube.com/results?search_query=The%20Everlasting%20Manic%20Street%20Preachers%20music%20video
74-20,Motown Junk,Manic Street Preachers,1991,Manic Street Preachers – Forever Delayed (The Greatest Hits),https://open.spotify.com/search/Motown%20Junk%20Manic%20Street%20Preachers,https://www.youtube.com/results?search_query=Motown%20Junk%20Manic%20Street%20Preachers%20music%20video
75-01,So Young,The Stone Roses,1985,The Stone Roses – The Complete Stone Roses,https://open.spotify.com/search/So%20Young%20The%20Stone%20Roses,https://www.youtube.com/results?search_query=So%20Young%20The%20Stone%20Roses%20music%20video
75-02,Tell Me,The Stone Roses,1985,The Stone Roses – The Complete Stone Roses,https://open.spotify.com/search/Tell%20Me%20The%20Stone%20Roses,https://www.youtube.com/results?search_query=Tell%20Me%20The%20Stone%20Roses%20music%20video
75-03,Sally Cinnamon,The Stone Roses,1987,The Stone Roses – The Complete Stone Roses,https://open.spotify.com/search/Sally%20Cinnamon%20The%20Stone%20Roses,https://www.youtube.com/results?search_query=Sally%20Cinnamon%20The%20Stone%20Roses%20music%20video
75-04,Here It Comes,The Stone Roses,1987,The Stone Roses – The Complete Stone Roses,https://open.spotify.com/search/Here%20It%20Comes%20The%20Stone%20Roses,https://www.youtube.com/results?search_query=Here%20It%20Comes%20The%20Stone%20Roses%20music%20video
75-05,All Across The Sands,The Stone Roses,1986,The Stone Roses – The Complete Stone Roses,https://open.spotify.com/search/All%20Across%20The%20Sands%20The%20Stone%20Roses,https://www.youtube.com/results?search_query=All%20Across%20The%20Sands%20The%20Stone%20Roses%20music%20video
75-06,Elephant Stone,The Stone Roses,1988,The Stone Roses – The Complete Stone Roses,https://open.spotify.com/search/Elephant%20Stone%20The%20Stone%20Roses,https://www.youtube.com/results?search_query=Elephant%20Stone%20The%20Stone%20Roses%20music%20video
75-07,Full Fathom Five,The Stone Roses,1989,The Stone Roses – The Complete Stone Roses,https://open.spotify.com/search/Full%20Fathom%20Five%20The%20Stone%20Roses,https://www.youtube.com/results?search_query=Full%20Fathom%20Five%20The%20Stone%20Roses%20music%20video
75-08,The Hardest Thing In The World,The Stone Roses,1990,The Stone Roses – The Complete Stone Roses,https://open.spotify.com/search/The%20Hardest%20Thing%20In%20The%20World%20The%20Stone%20Roses,https://www.youtube.com/results?search_query=The%20Hardest%20Thing%20In%20The%20World%20The%20Stone%20Roses%20music%20video
75-09,Made Of Stone,The Stone Roses,1989,The Stone Roses – The Complete Stone Roses,https://open.spotify.com/search/Made%20Of%20Stone%20The%20Stone%20Roses,https://www.youtube.com/results?search_query=Made%20Of%20Stone%20The%20Stone%20Roses%20music%20video
75-10,Going Down,The Stone Roses,1989,The Stone Roses – The Complete Stone Roses,https://open.spotify.com/search/Going%20Down%20The%20Stone%20Roses,https://www.youtube.com/results?search_query=Going%20Down%20The%20Stone%20Roses%20music%20video
75-11,She Bangs The Drums,The Stone Roses,1989,The Stone Roses – The Complete Stone Roses,https://open.spotify.com/search/She%20Bangs%20The%20Drums%20The%20Stone%20Roses,https://www.youtube.com/results?search_query=She%20Bangs%20The%20Drums%20The%20Stone%20Roses%20music%20video
75-12,Mersey Paradise,The Stone Roses,1989,The Stone Roses – The Complete Stone Roses,https://open.spotify.com/search/Mersey%20Paradise%20The%20Stone%20Roses,https://www.youtube.com/results?search_query=Mersey%20Paradise%20The%20Stone%20Roses%20music%20video
75-13,Standing Here,The Stone Roses,1989,The Stone Roses – The Complete Stone Roses,https://open.spotify.com/search/Standing%20Here%20The%20Stone%20Roses,https://www.youtube.com/results?search_query=Standing%20Here%20The%20Stone%20Roses%20music%20video
75-14,I Wanna Be Adored,The Stone Roses,1989,The Stone Roses – The Complete Stone Roses,https://open.spotify.com/search/I%20Wanna%20Be%20Adored%20The%20Stone%20Roses,https://www.youtube.com/results?search_query=I%20Wanna%20Be%20Adored%20The%20Stone%20Roses%20music%20video
75-15,Waterfall,The Stone Roses,1989,The Stone Roses – The Complete Stone Roses,https://open.spotify.com/search/Waterfall%20The%20Stone%20Roses,https://www.youtube.com/results?search_query=Waterfall%20The%20Stone%20Roses%20music%20video
75-16,I Am The Resurrection,The Stone Roses,1989,The Stone Roses – The Complete Stone Roses,https://open.spotify.com/search/I%20Am%20The%20Resurrection%20The%20Stone%20Roses,https://www.youtube.com/results?search_query=I%20Am%20The%20Resurrection%20The%20Stone%20Roses%20music%20video
75-17,Where Angels Play,The Stone Roses,1991,The Stone Roses – The Complete Stone Roses,https://open.spotify.com/search/Where%20Angels%20Play%20The%20Stone%20Roses,https://www.youtube.com/results?search_query=Where%20Angels%20Play%20The%20Stone%20Roses%20music%20video
75-18,Fools Gold,The Stone Roses,1989,The Stone Roses – The Complete Stone Roses,https://open.spotify.com/search/Fools%20Gold%20The%20Stone%20Roses,https://www.youtube.com/results?search_query=Fools%20Gold%20The%20Stone%20Roses%20music%20video
75-19,What The World Is Waiting For,The Stone Roses,1989,The Stone Roses – The Complete Stone Roses,https://open.spotify.com/search/What%20The%20World%20Is%20Waiting%20For%20The%20Stone%20Roses,https://www.youtube.com/results?search_query=What%20The%20World%20Is%20Waiting%20For%20The%20Stone%20Roses%20music%20video
75-20,Something Burning,The Stone Roses,1991,The Stone Roses – The Complete Stone Roses,https://open.spotify.com/search/Something%20Burning%20The%20Stone%20Roses,https://www.youtube.com/results?search_query=Something%20Burning%20The%20Stone%20Roses%20music%20video
75-21,One Love,The Stone Roses,1993,The Stone Roses – The Complete Stone Roses,https://open.spotify.com/search/One%20Love%20The%20Stone%20Roses,https://www.youtube.com/results?search_query=One%20Love%20The%20Stone%20Roses%20music%20video
76-01,Firestarter,The Prodigy,1996,The Prodigy – Their Law: The Singles 1990–2005,https://open.spotify.com/search/Firestarter%20The%20Prodigy,https://www.youtube.com/results?search_query=Firestarter%20The%20Prodigy%20music%20video
76-02,Their Law,The Prodigy,1995,The Prodigy – Their Law: The Singles 1990–2005,https://open.spotify.com/search/Their%20Law%20The%20Prodigy,https://www.youtube.com/results?search_query=Their%20Law%20The%20Prodigy%20music%20video
76-03,Breathe,The Prodigy,1996,The Prodigy – Their Law: The Singles 1990–2005,https://open.spotify.com/search/Breathe%20The%20Prodigy,https://www.youtube.com/results?search_query=Breathe%20The%20Prodigy%20music%20video
76-04,Out Of Space,The Prodigy,1992,The Prodigy – Their Law: The Singles 1990–2005,https://open.spotify.com/search/Out%20Of%20Space%20The%20Prodigy,https://www.youtube.com/results?search_query=Out%20Of%20Space%20The%20Prodigy%20music%20video
76-05,Smack My Bitch Up,The Prodigy,1997,The Prodigy – Their Law: The Singles 1990–2005,https://open.spotify.com/search/Smack%20My%20Bitch%20Up%20The%20Prodigy,https://www.youtube.com/results?search_query=Smack%20My%20Bitch%20Up%20The%20Prodigy%20music%20video
76-06,Poison,The Prodigy,1995,The Prodigy – Their Law: The Singles 1990–2005,https://open.spotify.com/search/Poison%20The%20Prodigy,https://www.youtube.com/results?search_query=Poison%20The%20Prodigy%20music%20video
76-07,Girls,The Prodigy,2004,The Prodigy – Their Law: The Singles 1990–2005,https://open.spotify.com/search/Girls%20The%20Prodigy,https://www.youtube.com/results?search_query=Girls%20The%20Prodigy%20music%20video
76-08,Voodoo People,The Prodigy,1994,The Prodigy – Their Law: The Singles 1990–2005,https://open.spotify.com/search/Voodoo%20People%20The%20Prodigy,https://www.youtube.com/results?search_query=Voodoo%20People%20The%20Prodigy%20music%20video
76-09,Charly,The Prodigy,1991,The Prodigy – Their Law: The Singles 1990–2005,https://open.spotify.com/search/Charly%20The%20Prodigy,https://www.youtube.com/results?search_query=Charly%20The%20Prodigy%20music%20video
76-10,No Good (Start The Dance),The Prodigy,1994,The Prodigy – Their Law: The Singles 1990–2005,https://open.spotify.com/search/No%20Good%20(Start%20The%20Dance)%20The%20Prodigy,https://www.youtube.com/results?search_query=No%20Good%20(Start%20The%20Dance)%20The%20Prodigy%20music%20video
76-11,Spitfire,The Prodigy,2004,The Prodigy – Their Law: The Singles 1990–2005,https://open.spotify.com/search/Spitfire%20The%20Prodigy,https://www.youtube.com/results?search_query=Spitfire%20The%20Prodigy%20music%20video
76-12,Jericho,The Prodigy,1991,The Prodigy – Their Law: The Singles 1990–2005,https://open.spotify.com/search/Jericho%20The%20Prodigy,https://www.youtube.com/results?search_query=Jericho%20The%20Prodigy%20music%20video
76-13,Everybody In The Place,The Prodigy,1991,The Prodigy – Their Law: The Singles 1990–2005,https://open.spotify.com/search/Everybody%20In%20The%20Place%20The%20Prodigy,https://www.youtube.com/results?search_query=Everybody%20In%20The%20Place%20The%20Prodigy%20music%20video
76-14,One Love,The Prodigy,1993,The Prodigy – Their Law: The Singles 1990–2005,https://open.spotify.com/search/One%20Love%20The%20Prodigy,https://www.youtube.com/results?search_query=One%20Love%20The%20Prodigy%20music%20video
76-15,Hotride,The Prodigy,2004,The Prodigy – Their Law: The Singles 1990–2005,https://open.spotify.com/search/Hotride%20The%20Prodigy,https://www.youtube.com/results?search_query=Hotride%20The%20Prodigy%20music%20video
77-01,I Don’t Like Mondays,The Boomtown Rats,1979,Loudmouth – The Best of Bob Geldof & The Boomtown Rats,https://open.spotify.com/search/I%20Don’t%20Like%20Mondays%20The%20Boomtown%20Rats,https://www.youtube.com/results?search_query=I%20Don’t%20Like%20Mondays%20The%20Boomtown%20Rats%20music%20video
77-02,This Is The World Calling,Bob Geldof,1986,Loudmouth – The Best of Bob Geldof & The Boomtown Rats,https://open.spotify.com/search/This%20Is%20The%20World%20Calling%20Bob%20Geldof,https://www.youtube.com/results?search_query=This%20Is%20The%20World%20Calling%20Bob%20Geldof%20music%20video
77-03,Rat Trap,The Boomtown Rats,1978,Loudmouth – The Best of Bob Geldof & The Boomtown Rats,https://open.spotify.com/search/Rat%20Trap%20The%20Boomtown%20Rats,https://www.youtube.com/results?search_query=Rat%20Trap%20The%20Boomtown%20Rats%20music%20video
77-04,The Great Song Of Indifference,Bob Geldof,1990,Loudmouth – The Best of Bob Geldof & The Boomtown Rats,https://open.spotify.com/search/The%20Great%20Song%20Of%20Indifference%20Bob%20Geldof,https://www.youtube.com/results?search_query=The%20Great%20Song%20Of%20Indifference%20Bob%20Geldof%20music%20video
77-05,Love Or Something,Bob Geldof,1986,Loudmouth – The Best of Bob Geldof & The Boomtown Rats,https://open.spotify.com/search/Love%20Or%20Something%20Bob%20Geldof,https://www.youtube.com/results?search_query=Love%20Or%20Something%20Bob%20Geldof%20music%20video
77-06,Banana Republic,The Boomtown Rats,1980,Loudmouth – The Best of Bob Geldof & The Boomtown Rats,https://open.spotify.com/search/Banana%20Republic%20The%20Boomtown%20Rats,https://www.youtube.com/results?search_query=Banana%20Republic%20The%20Boomtown%20Rats%20music%20video
77-07,Crazy,Bob Geldof,1994,Loudmouth – The Best of Bob Geldof & The Boomtown Rats,https://open.spotify.com/search/Crazy%20Bob%20Geldof,https://www.youtube.com/results?search_query=Crazy%20Bob%20Geldof%20music%20video
77-08,The Elephants Graveyard,The Boomtown Rats,1981,Loudmouth – The Best of Bob Geldof & The Boomtown Rats,https://open.spotify.com/search/The%20Elephants%20Graveyard%20The%20Boomtown%20Rats,https://www.youtube.com/results?search_query=The%20Elephants%20Graveyard%20The%20Boomtown%20Rats%20music%20video
77-09,Someone’s Looking At You,The Boomtown Rats,1980,Loudmouth – The Best of Bob Geldof & The Boomtown Rats,https://open.spotify.com/search/Someone’s%20Looking%20At%20You%20The%20Boomtown%20Rats,https://www.youtube.com/results?search_query=Someone’s%20Looking%20At%20You%20The%20Boomtown%20Rats%20music%20video
77-10,She’s So Modern,The Boomtown Rats,1978,Loudmouth – The Best of Bob Geldof & The Boomtown Rats,https://open.spotify.com/search/She’s%20So%20Modern%20The%20Boomtown%20Rats,https://www.youtube.com/results?search_query=She’s%20So%20Modern%20The%20Boomtown%20Rats%20music%20video
77-11,House On Fire,The Boomtown Rats,1982,Loudmouth – The Best of Bob Geldof & The Boomtown Rats,https://open.spotify.com/search/House%20On%20Fire%20The%20Boomtown%20Rats,https://www.youtube.com/results?search_query=House%20On%20Fire%20The%20Boomtown%20Rats%20music%20video
77-12,The Beat Of The Night,Bob Geldof,1990,Loudmouth – The Best of Bob Geldof & The Boomtown Rats,https://open.spotify.com/search/The%20Beat%20Of%20The%20Night%20Bob%20Geldof,https://www.youtube.com/results?search_query=The%20Beat%20Of%20The%20Night%20Bob%20Geldof%20music%20video
77-13,Diamond Smiles,The Boomtown Rats,1979,Loudmouth – The Best of Bob Geldof & The Boomtown Rats,https://open.spotify.com/search/Diamond%20Smiles%20The%20Boomtown%20Rats,https://www.youtube.com/results?search_query=Diamond%20Smiles%20The%20Boomtown%20Rats%20music%20video
77-14,Like Clockwork,The Boomtown Rats,1978,Loudmouth – The Best of Bob Geldof & The Boomtown Rats,https://open.spotify.com/search/Like%20Clockwork%20The%20Boomtown%20Rats,https://www.youtube.com/results?search_query=Like%20Clockwork%20The%20Boomtown%20Rats%20music%20video
